Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
0,73.3,4372385792,65.9,45.699999999999996,30040064,0.0,23.2,0,74.73841745759677,-0.0072029925503898085
1,57.8,4381536256,66.1,30.199999999999996,39190528,0.19999999999998863,23.2,0,74.73841745759677,-0.0072029925503898085
2,59.9,4381925376,66.1,32.3,39579648,0.19999999999998863,23.2,0,74.73841745759677,-0.0072029925503898085
3,66.5,4381736960,65.9,38.9,39391232,0.0,23.2,0,74.73841745759677,-0.0072029925503898085
4,55.6,4388212736,65.9,28.0,45867008,0.0,23.2,0,74.73841745759677,-0.0072029925503898085
5,53.3,4390789120,66.0,25.699999999999996,48443392,0.09999999999999432,23.2,0,74.73883033796254,-0.006790112184617669
6,55.2,4392382464,65.9,27.6,50036736,0.0,23.2,0,74.73883033796254,-0.006790112184617669
7,65.0,4397928448,66.0,37.4,55582720,0.09999999999999432,23.2,0,74.73883033796254,-0.006790112184617669
8,65.9,4398227456,66.0,38.300000000000004,55881728,0.09999999999999432,23.2,0,74.73883033796254,-0.006790112184617669
9,52.6,4397469696,66.0,25.0,55123968,0.09999999999999432,23.2,0,74.73883033796254,-0.006790112184617669
10,63.5,4399071232,66.1,35.9,56725504,0.19999999999998863,23.2,0,74.73897394536094,-0.006646504786218088
11,78.4,4401893376,66.1,50.800000000000004,59547648,0.19999999999998863,23.2,0,74.73897394536094,-0.006646504786218088
12,55.8,4407181312,66.1,28.199999999999996,64835584,0.19999999999998863,23.2,0,74.73897394536094,-0.006646504786218088
13,52.9,4405198848,66.1,25.299999999999997,62853120,0.19999999999998863,23.2,0,74.73897394536094,-0.006646504786218088
14,54.1,4407754752,66.2,26.5,65409024,0.29999999999999716,23.2,0,74.73897394536094,-0.006646504786218088
15,66.1,4409409536,66.1,38.49999999999999,67063808,0.19999999999998863,23.2,0,74.73911755112657,-0.00650289902058887
16,71.9,4408762368,66.2,44.300000000000004,66416640,0.29999999999999716,23.2,0,74.73911755112657,-0.00650289902058887
17,52.0,4410703872,66.2,24.4,68358144,0.29999999999999716,23.2,0,74.73911755112657,-0.00650289902058887
18,65.4,4411318272,66.2,37.800000000000004,68972544,0.29999999999999716,23.2,0,74.73911755112657,-0.00650289902058887
19,70.2,4405387264,66.1,42.6,63041536,0.19999999999998863,23.2,0,74.73911755112657,-0.00650289902058887
20,69.8,4408909824,66.2,42.199999999999996,66564096,0.29999999999999716,23.2,0,74.73944065812952,-0.00617979201763319
