Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
37,97.7,4344537088,66.3,81.7,17932288,1.0,23.4,19333120,74.8539052764383,0.002591598986242616
38,99.3,4345597952,66.5,83.3,18993152,1.2000000000000028,23.4,19333120,74.8539052764383,0.002591598986242616
39,98.7,4360392704,65.9,82.7,33787904,0.6000000000000085,23.4,19333120,74.85425915097733,0.002945473525272746
40,99.2,4359905280,65.9,83.2,33300480,0.6000000000000085,23.4,29368320,74.85972524720435,0.00841156975229751
41,99.7,4357345280,65.9,83.7,30740480,0.6000000000000085,23.4,29368320,74.85972524720435,0.00841156975229751
42,99.0,4366868480,65.9,83.0,40263680,0.6000000000000085,23.4,29368320,74.85972524720435,0.00841156975229751
43,98.2,4367478784,65.9,82.2,40873984,0.6000000000000085,23.4,29368320,74.85972524720435,0.00841156975229751
44,98.5,4368343040,66.0,82.5,41738240,0.7000000000000028,23.4,29368320,74.85972524720435,0.00841156975229751
45,97.2,4378742784,66.0,81.2,52137984,0.7000000000000028,23.4,29368320,74.86004358733013,0.00872990987807043
46,95.7,4380499968,66.1,79.7,53895168,0.7999999999999972,23.4,29368320,74.86004358733013,0.00872990987807043
47,98.0,4379238400,66.1,82.0,52633600,0.7999999999999972,23.4,29368320,74.86004358733013,0.00872990987807043
48,98.0,4380889088,66.1,82.0,54284288,0.7999999999999972,23.4,29368320,74.86004358733013,0.00872990987807043
49,98.3,4382343168,66.1,82.3,55738368,0.7999999999999972,23.4,29368320,74.8603265495628,0.009012872110744752
50,97.0,4389146624,66.2,81.0,62541824,0.9000000000000057,23.4,29368320,74.86043265875784,0.009118981305789475
51,99.0,4389826560,66.2,83.0,63221760,0.9000000000000057,23.4,29368320,74.86043265875784,0.009118981305789475
52,98.8,4390526976,66.2,82.8,63922176,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
53,99.8,4390211584,66.2,83.8,63606784,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
54,99.5,4400246784,66.3,83.5,73641984,1.0,23.4,29368320,74.86069792782672,0.009384250374665726
55,100.0,4398092288,66.3,84.0,71487488,1.0,23.4,29368320,74.86069792782672,0.009384250374665726
56,99.0,4391862272,66.2,83.0,65257472,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
57,99.5,4394848256,66.2,83.5,68243456,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
58,94.8,4394246144,66.2,78.8,67641344,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
59,94.7,4391731200,66.2,78.7,65126400,0.9000000000000057,23.4,29368320,74.86069792782672,0.009384250374665726
60,99.5,4396351488,66.3,83.5,69746688,1.0,23.4,29368320,74.86069792782672,0.009384250374665726
61,98.2,4399833088,66.3,82.2,73228288,1.0,23.4,29368320,74.86080403388678,0.009490356434724845
62,98.5,4397342720,66.3,82.5,70737920,1.0,23.4,29368320,74.86080403388678,0.009490356434724845
63,99.0,4400263168,66.3,83.0,73658368,1.0,23.4,29368320,74.86177663103575,0.010462953583697754
64,98.2,4401188864,66.3,82.2,74584064,1.0,23.4,29368320,74.86177663103575,0.010462953583697754
65,98.7,4406108160,66.4,82.7,79503360,1.1000000000000085,23.4,29368320,74.86177663103575,0.010462953583697754
66,99.3,4404977664,66.4,83.3,78372864,1.1000000000000085,23.4,29368320,74.86177663103575,0.010462953583697754
67,97.3,4405710848,66.4,81.3,79106048,1.1000000000000085,23.4,29368320,74.86177663103575,0.010462953583697754
68,99.0,4402122752,66.5,83.0,75517952,1.2000000000000028,23.4,29368320,74.86177663103575,0.010462953583697754
69,99.5,4406824960,66.5,83.5,80220160,1.2000000000000028,23.4,29368320,74.86177663103575,0.010462953583697754
70,99.8,4409880576,66.6,83.8,83275776,1.2999999999999972,23.4,29368320,74.86177663103575,0.010462953583697754
71,99.5,4390957056,66.3,83.5,64352256,1.0,23.4,29368320,74.86177663103575,0.010462953583697754
72,98.2,4391071744,66.1,82.2,64466944,0.7999999999999972,23.4,29368320,74.86177663103575,0.010462953583697754
73,99.3,4392886272,66.2,83.3,66281472,0.9000000000000057,23.4,29368320,74.86177663103575,0.010462953583697754
74,99.5,4395896832,66.2,83.5,69292032,0.9000000000000057,23.4,29368320,74.86227174249458,0.010958065042530052
75,99.0,4400648192,66.3,83.0,74043392,1.0,23.4,29368320,74.86227174249458,0.010958065042530052
76,98.0,4400537600,66.3,82.0,73932800,1.0,23.4,38117376,74.86736318575905,0.01604950830699181
77,99.7,4399333376,66.3,83.7,72728576,1.0,23.4,38117376,74.86736318575905,0.01604950830699181
78,98.2,4402647040,66.3,82.2,76042240,1.0,23.4,38117376,74.86736318575905,0.01604950830699181
79,99.5,4405174272,66.3,83.5,78569472,1.0,23.4,38117376,74.8676813324838,0.01636765503174331
80,99.0,4411580416,66.4,83.0,84975616,1.1000000000000085,23.4,38117376,74.8676813324838,0.01636765503174331
81,99.0,4412465152,66.4,83.0,85860352,1.1000000000000085,23.4,38117376,74.86796412281059,0.016650445358536103
82,99.0,4413829120,66.5,83.0,87224320,1.2000000000000028,23.4,38117376,74.86796412281059,0.016650445358536103
83,99.3,4414066688,66.5,83.3,87461888,1.2000000000000028,23.4,38117376,74.86821155912618,0.01689788167412587
84,97.8,4415606784,66.4,81.8,89001984,1.1000000000000085,23.4,38117376,74.86821155912618,0.01689788167412587
85,99.2,4416098304,66.5,83.2,89493504,1.2000000000000028,23.4,38117376,74.86821155912618,0.01689788167412587
86,98.0,4418932736,66.5,82.0,92327936,1.2000000000000028,23.4,38117376,74.86828225432144,0.01696857686938813
87,99.0,4425969664,66.6,83.0,99364864,1.2999999999999972,23.4,38117376,74.86826606282018,0.016952385368128375
88,99.5,4423491584,66.6,83.5,96886784,1.2999999999999972,23.4,38117376,74.86826606282018,0.016952385368128375
89,98.7,4424523776,66.6,82.7,97918976,1.2999999999999972,23.4,38117376,74.86837210381708,0.017058426365025525
90,99.3,4419878912,66.4,83.3,93274112,1.1000000000000085,23.4,38117376,74.86837210381708,0.017058426365025525
91,99.5,4418486272,66.6,83.5,91881472,1.2999999999999972,23.4,38117376,74.86858418312632,0.01727050567426147
92,99.3,4443848704,66.7,83.3,117243904,1.4000000000000057,23.4,38117376,74.86858418312632,0.01727050567426147
93,99.8,4413341696,66.4,83.8,86736896,1.1000000000000085,23.4,38117376,74.86858418312632,0.01727050567426147
94,99.8,4410507264,67.4,83.8,83902464,2.1000000000000085,23.4,38117376,74.86971521232675,0.0184015348746982
95,95.7,4407238656,67.4,79.7,80633856,2.1000000000000085,23.4,38117376,74.86971521232675,0.0184015348746982
96,96.0,4420108288,67.2,80.0,93503488,1.9000000000000057,23.4,38117376,74.86971521232675,0.0184015348746982
97,99.3,4422746112,67.3,83.3,96141312,2.0,23.4,38117376,74.86971521232675,0.0184015348746982
98,99.5,4423561216,67.5,83.5,96956416,2.200000000000003,23.4,38117376,74.86971521232675,0.0184015348746982
99,97.5,4426854400,67.5,81.5,100249600,2.200000000000003,23.4,38117376,74.86971521232675,0.0184015348746982
100,96.7,4431634432,67.6,80.7,105029632,2.299999999999997,23.4,38117376,74.86971521232675,0.0184015348746982
101,99.5,4433309696,67.6,83.5,106704896,2.299999999999997,23.4,38117376,74.86971521232675,0.0184015348746982
102,100.0,4448878592,67.6,84.0,122273792,2.299999999999997,23.4,38117376,74.86971521232675,0.0184015348746982
103,99.0,4368539648,66.7,83.0,41934848,1.4000000000000057,23.4,38117376,74.86971521232675,0.0184015348746982
104,99.7,4369432576,66.7,83.7,42827776,1.4000000000000057,23.4,38117376,74.86971521232675,0.0184015348746982
105,99.8,4372946944,66.7,83.8,46342144,1.4000000000000057,23.4,38117376,74.86971521232675,0.0184015348746982
106,99.5,4370067456,66.7,83.5,43462656,1.4000000000000057,23.4,38117376,74.86971521232675,0.0184015348746982
107,99.0,4370034688,66.7,83.0,43429888,1.4000000000000057,23.4,38117376,74.87005096702333,0.01873728957127696
108,95.5,4368101376,66.6,79.5,41496576,1.2999999999999972,23.4,45830144,74.87434606874916,0.023032391297107324
109,99.5,4366364672,66.6,83.5,39759872,1.2999999999999972,23.4,45830144,74.87418814619625,0.022874468744191745
110,98.8,4374319104,66.7,82.8,47714304,1.4000000000000057,23.4,45830144,74.87418814619625,0.022874468744191745
111,99.0,4370993152,66.6,83.0,44388352,1.2999999999999972,23.4,45830144,74.87418814619625,0.022874468744191745
112,98.7,4367585280,66.6,82.7,40980480,1.2999999999999972,23.4,45830144,74.87450610947847,0.02319243202641985
113,98.5,4367319040,66.6,82.5,40714240,1.2999999999999972,23.4,45830144,74.87461209545089,0.0232984179988307
114,99.5,4369113088,66.6,83.5,42508288,1.2999999999999972,23.4,45830144,74.87494771179797,0.0236340343459176
115,99.7,4371927040,66.6,83.7,45322240,1.2999999999999972,23.4,45830144,74.87494771179797,0.0236340343459176
116,98.8,4372897792,66.7,82.8,46292992,1.4000000000000057,23.4,45830144,74.87519500231647,0.023881324864419184
117,96.0,4376522752,66.7,80.0,49917952,1.4000000000000057,23.4,45830144,74.87526565585624,0.023951978404184615
118,97.0,4372885504,66.7,81.0,46280704,1.4000000000000057,23.4,45830144,74.87526565585624,0.023951978404184615
119,99.5,4372623360,66.6,83.5,46018560,1.2999999999999972,23.4,45830144,74.87526565585624,0.023951978404184615
120,99.8,4378955776,66.7,83.8,52350976,1.4000000000000057,23.4,45830144,74.87526565585624,0.023951978404184615
121,99.5,4378423296,66.7,83.5,51818496,1.4000000000000057,23.4,45830144,74.87526565585624,0.023951978404184615
122,98.3,4382064640,66.7,82.3,55459840,1.4000000000000057,23.4,45830144,74.87519640616267,0.023882728710617585
123,99.5,4382474240,66.7,83.5,55869440,1.4000000000000057,23.4,45830144,74.87519640616267,0.023882728710617585
124,99.3,4379660288,66.7,83.3,53055488,1.4000000000000057,23.4,45830144,74.87519640616267,0.023882728710617585
125,99.0,4392206336,66.8,83.0,65601536,1.5,23.4,45830144,74.87761603630607,0.026302358854010777
126,99.5,4392222720,66.8,83.5,65617920,1.5,23.4,45830144,74.87761603630607,0.026302358854010777
127,98.5,4389093376,66.9,82.5,62488576,1.6000000000000085,23.4,45830144,74.8778809310081,0.026567253556038395
128,97.5,4389187584,67.0,81.5,62582784,1.7000000000000028,23.4,45830144,74.8778809310081,0.026567253556038395
129,99.5,4385759232,66.8,83.5,59154432,1.5,23.4,45830144,74.8778809310081,0.026567253556038395
130,99.3,4381937664,66.9,83.3,55332864,1.6000000000000085,23.4,45830144,74.8778809310081,0.026567253556038395
131,99.3,4380774400,66.7,83.3,54169600,1.4000000000000057,23.4,45830144,74.8778809310081,0.026567253556038395
132,99.3,4383723520,66.7,83.3,57118720,1.4000000000000057,23.4,45830144,74.8778809310081,0.026567253556038395
133,94.2,4386312192,66.8,78.2,59707392,1.5,23.4,45830144,74.8778809310081,0.026567253556038395
134,99.8,4394172416,66.9,83.8,67567616,1.6000000000000085,23.4,45830144,74.87800454662398,0.02669086917192942
135,98.7,4401225728,67.0,82.7,74620928,1.7000000000000028,23.4,45830144,74.87800454662398,0.02669086917192942
136,98.5,4402032640,67.0,82.5,75427840,1.7000000000000028,23.4,45830144,74.87800454662398,0.02669086917192942
137,97.5,4403576832,67.0,81.5,76972032,1.7000000000000028,23.4,45830144,74.87830475091222,0.026991073460166604
138,99.0,4403949568,67.0,83.0,77344768,1.7000000000000028,23.4,55382016,74.88356729975227,0.032253622300217444
139,99.0,4402909184,67.0,83.0,76304384,1.7000000000000028,23.4,55382016,74.8835333067686,0.03221962931654332
140,99.2,4408090624,67.1,83.2,81485824,1.7999999999999972,23.4,55382016,74.8835333067686,0.03221962931654332
141,98.8,4408815616,67.1,82.8,82210816,1.7999999999999972,23.4,55382016,74.8835333067686,0.03221962931654332
142,99.7,4404371456,67.0,83.7,77766656,1.7000000000000028,23.4,55382016,74.88386867356591,0.03255499611385915
143,99.5,4408627200,67.1,83.5,82022400,1.7999999999999972,23.4,55382016,74.88432758203886,0.03301390458680942
144,99.5,4409962496,67.1,83.5,83357696,1.7999999999999972,23.4,55382016,74.88432758203886,0.03301390458680942
145,96.7,4408242176,67.1,80.7,81637376,1.7999999999999972,23.4,55382016,74.88432758203886,0.03301390458680942
146,94.5,4411355136,67.1,78.5,84750336,1.7999999999999972,23.4,55382016,74.88432758203886,0.03301390458680942
147,98.0,4414783488,67.1,82.0,88178688,1.7999999999999972,23.4,55382016,74.88432758203886,0.03301390458680942
148,98.2,4413816832,67.2,82.2,87212032,1.9000000000000057,23.4,55382016,74.88432758203886,0.03301390458680942
149,95.8,4419391488,67.2,79.8,92786688,1.9000000000000057,23.4,55382016,74.88432758203886,0.03301390458680942
150,99.8,4420313088,67.2,83.8,93708288,1.9000000000000057,23.4,55382016,74.88432758203886,0.03301390458680942
151,99.0,4415770624,67.3,83.0,89165824,2.0,23.4,55382016,74.88432758203886,0.03301390458680942
152,99.5,4406005760,66.5,83.5,79400960,1.2000000000000028,23.4,55382016,74.8845923292989,0.03327865184684242
153,98.0,4403032064,66.4,82.0,76427264,1.1000000000000085,23.4,55382016,74.8845923292989,0.03327865184684242
154,99.2,4402671616,66.4,83.2,76066816,1.1000000000000085,23.4,55382016,74.8845923292989,0.03327865184684242
155,99.8,4418387968,66.6,83.8,91783168,1.2999999999999972,23.4,55382016,74.8845923292989,0.03327865184684242
156,98.7,4418629632,66.6,82.7,92024832,1.2999999999999972,23.4,55382016,74.88566891065732,0.034355233205261015
157,94.4,4414820352,66.3,78.4,88215552,1.0,23.4,55382016,74.88566891065732,0.034355233205261015
158,98.0,4421746688,66.3,82.0,95141888,1.0,23.4,55382016,74.88566891065732,0.034355233205261015
159,97.2,4419280896,66.3,81.2,92676096,1.0,23.4,55382016,74.88577479892008,0.034461121468027045
160,99.8,4421894144,66.4,83.8,95289344,1.1000000000000085,23.4,55382016,74.88577479892008,0.034461121468027045
161,99.5,4430143488,66.3,83.5,103538688,1.0,23.4,55382016,74.88577479892008,0.034461121468027045
162,99.5,4431745024,66.3,83.5,105140224,1.0,23.4,55382016,74.88577479892008,0.034461121468027045
163,98.8,4428894208,66.3,82.8,102289408,1.0,23.4,55382016,74.88603951567057,0.034725838218520266
164,99.0,4431429632,66.3,83.0,104824832,1.0,23.4,55382016,74.88603951567057,0.034725838218520266
165,99.8,4443930624,66.5,83.8,117325824,1.2000000000000028,23.4,55382016,74.88603951567057,0.034725838218520266
166,99.5,4371619840,65.6,83.5,45015040,0.29999999999999716,23.4,55382016,74.88603951567057,0.034725838218520266
167,98.5,4374528000,65.6,82.5,47923200,0.29999999999999716,23.4,55382016,74.88603951567057,0.034725838218520266
168,98.7,4371722240,65.6,82.7,45117440,0.29999999999999716,23.4,55382016,74.886357168405,0.03504349095294401
169,93.8,4373417984,65.6,77.8,46813184,0.29999999999999716,23.4,64614400,74.89023986690377,0.03892618945171478
170,99.3,4376215552,65.6,83.3,49610752,0.29999999999999716,23.4,64614400,74.89023986690377,0.03892618945171478
171,99.5,4376739840,65.6,83.5,50135040,0.29999999999999716,23.4,64614400,74.89023986690377,0.03892618945171478
172,99.5,4372992000,65.6,83.5,46387200,0.29999999999999716,23.4,64614400,74.89023986690377,0.03892618945171478
173,98.3,4370771968,65.6,82.3,44167168,0.29999999999999716,23.4,64614400,74.89023986690377,0.03892618945171478
174,98.5,4374081536,65.6,82.5,47476736,0.29999999999999716,23.4,64614400,74.89046920491462,0.039155527462568784
175,99.8,4374466560,65.7,83.8,47861760,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
176,99.7,4379648000,65.7,83.7,53043200,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
177,99.2,4380241920,65.7,83.2,53637120,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
178,97.7,4375265280,65.7,81.7,48660480,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
179,99.5,4380434432,65.7,83.5,53829632,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
180,99.5,4375842816,65.6,83.5,49238016,0.29999999999999716,23.4,64614400,74.89046920491462,0.039155527462568784
181,97.7,4374265856,65.7,81.7,47661056,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
182,99.3,4378730496,65.7,83.3,52125696,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
183,99.0,4378550272,65.7,83.0,51945472,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
184,97.0,4378054656,65.7,81.0,51449856,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
185,99.2,4384317440,65.7,83.2,57712640,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
186,97.8,4384931840,65.7,81.8,58327040,0.4000000000000057,23.4,64614400,74.89046920491462,0.039155527462568784
187,98.0,4380655616,65.9,82.0,54050816,0.6000000000000085,23.4,64614400,74.89253305851021,0.04121938105815559
188,99.0,4385992704,65.9,83.0,59387904,0.6000000000000085,23.4,64614400,74.89253305851021,0.04121938105815559
189,99.0,4388958208,65.9,83.0,62353408,0.6000000000000085,23.4,64614400,74.89253305851021,0.04121938105815559
190,99.0,4390223872,66.0,83.0,63619072,0.7000000000000028,23.4,64614400,74.89253305851021,0.04121938105815559
191,99.5,4389851136,65.8,83.5,63246336,0.5,23.4,64614400,74.89253305851021,0.04121938105815559
192,98.2,4391497728,65.8,82.2,64892928,0.5,23.4,64614400,74.89253305851021,0.04121938105815559
193,99.5,4389634048,65.8,83.5,63029248,0.5,23.4,64614400,74.89253305851021,0.04121938105815559
194,99.5,4397936640,65.9,83.5,71331840,0.6000000000000085,23.4,64614400,74.89253305851021,0.04121938105815559
195,98.5,4400005120,65.9,82.5,73400320,0.6000000000000085,23.4,64614400,74.89263888801075,0.04132521055869631
196,92.5,4398231552,65.9,76.5,71626752,0.6000000000000085,23.4,64614400,74.89263888801075,0.04132521055869631
197,99.5,4398452736,65.9,83.5,71847936,0.6000000000000085,23.4,64614400,74.89263888801075,0.04132521055869631
198,97.5,4402991104,66.0,81.5,76386304,0.7000000000000028,23.4,64614400,74.89311510972297,0.041801432270915484
199,97.5,4406009856,66.0,81.5,79405056,0.7000000000000028,23.4,74080256,74.8960249610335,0.04471128358144938
200,98.0,4410523648,66.1,82.0,83918848,0.7999999999999972,23.4,74080256,74.8960249610335,0.04471128358144938
201,99.0,4412911616,66.1,83.0,86306816,0.7999999999999972,23.4,74080256,74.8960249610335,0.04471128358144938
202,99.5,4410585088,66.1,83.5,83980288,0.7999999999999972,23.4,74080256,74.8960249610335,0.04471128358144938
203,99.3,4414562304,66.1,83.3,87957504,0.7999999999999972,23.4,74080256,74.8960249610335,0.04471128358144938
204,99.5,4422639616,66.2,83.5,96034816,0.9000000000000057,23.4,74080256,74.8960249610335,0.04471128358144938
205,99.0,4417089536,66.2,83.0,90484736,0.9000000000000057,23.4,74080256,74.89630709255974,0.04499341510768318
206,99.2,4420898816,66.2,83.2,94294016,0.9000000000000057,23.4,74080256,74.89630709255974,0.04499341510768318
207,95.2,4420984832,66.2,79.2,94380032,0.9000000000000057,23.4,74080256,74.89651868704287,0.0452050095908163
208,35.3,4332392448,65.1,19.299999999999997,5787648,-0.20000000000000284,23.4,74080256,74.896414054395,0.04510037694294056
