Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
40,94.9,4379705344,65.6,76.30000000000001,42135552,0.19999999999998863,22.7,9515008,74.73145188682024,0.015565658793434523
41,98.5,4381556736,65.7,79.9,43986944,0.29999999999999716,22.7,9515008,74.73145188682024,0.015565658793434523
42,99.0,4390801408,65.8,80.4,53231616,0.3999999999999915,22.7,9515008,74.73145188682024,0.015565658793434523
43,99.2,4436348928,66.6,80.6,98779136,1.1999999999999886,22.7,9515008,74.73145188682024,0.015565658793434523
44,99.0,4370702336,67.1,80.4,33132544,1.6999999999999886,22.7,9515008,74.72310813896217,0.0072219109353710564
45,98.5,4378066944,67.3,79.9,40497152,1.8999999999999915,22.8,9515008,74.69336324176388,-0.022522986262927702
46,99.3,4371447808,67.3,80.69999999999999,33878016,1.8999999999999915,22.8,9515008,74.69367194698063,-0.022214281046174733
47,98.0,4394135552,67.2,79.4,56565760,1.7999999999999972,22.8,9515008,74.69367194698063,-0.022214281046174733
48,99.5,4390539264,67.1,80.9,52969472,1.6999999999999886,22.8,9515008,74.69367194698063,-0.022214281046174733
49,95.2,4391501824,67.0,76.6,53932032,1.5999999999999943,22.8,9515008,74.69367194698063,-0.022214281046174733
50,98.2,4380966912,66.1,79.6,43397120,0.6999999999999886,22.8,9515008,74.69381721741776,-0.022069010609044426
51,98.2,4379291648,66.1,79.6,41721856,0.6999999999999886,22.8,9515008,74.69381721741776,-0.022069010609044426
52,99.3,4388102144,66.2,80.69999999999999,50532352,0.7999999999999972,22.8,9515008,74.69381721741776,-0.022069010609044426
53,96.5,4380647424,66.1,77.9,43077632,0.6999999999999886,22.8,9515008,74.6939261691511,-0.021960058875706068
54,96.2,4385562624,66.1,77.6,47992832,0.6999999999999886,22.8,9515008,74.6939261691511,-0.021960058875706068
55,97.8,4386816000,66.2,79.19999999999999,49246208,0.7999999999999972,22.8,9515008,74.69430749282992,-0.021578735196882803
56,98.7,4388880384,66.2,80.1,51310592,0.7999999999999972,22.8,9515008,74.69461617501018,-0.02127005301662166
57,99.2,4404981760,66.4,80.6,67411968,1.0,22.8,9515008,74.69461617501018,-0.02127005301662166
58,96.5,4404662272,66.4,77.9,67092480,1.0,22.8,9515008,74.69461617501018,-0.02127005301662166
59,96.5,4401623040,66.4,77.9,64053248,1.0,22.8,9515008,74.69461617501018,-0.02127005301662166
60,99.3,4406747136,66.4,80.69999999999999,69177344,1.0,22.8,12316672,74.70189525966299,-0.01399096836381375
61,96.0,4407926784,66.4,77.4,70356992,1.0,22.8,12316672,74.70189525966299,-0.01399096836381375
62,96.8,4407967744,66.5,78.19999999999999,70397952,1.0999999999999943,22.8,12316672,74.70189525966299,-0.01399096836381375
63,98.3,4410499072,66.4,79.69999999999999,72929280,1.0,22.8,12316672,74.70189525966299,-0.01399096836381375
