Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
0,98.5,4450471936,66.8,69.1,78274560,0.8999999999999915,22.7,0,74.7408292169115,0.000748634692001815
1,95.3,4458463232,66.8,65.9,86265856,0.8999999999999915,22.7,0,74.7408292169115,0.000748634692001815
2,97.0,4454662144,66.8,67.6,82464768,0.8999999999999915,22.7,0,74.7408292169115,0.000748634692001815
3,99.2,4458463232,66.8,69.80000000000001,86265856,0.8999999999999915,22.7,0,74.7408292169115,0.000748634692001815
4,97.5,4379627520,65.7,68.1,7430144,-0.20000000000000284,22.7,0,74.7408292169115,0.000748634692001815
5,97.7,4375851008,65.7,68.30000000000001,3653632,-0.20000000000000284,22.7,4288512,74.74430223015679,0.004221647937299622
6,99.2,4378136576,65.8,69.80000000000001,5939200,-0.10000000000000853,22.7,4288512,74.74430223015679,0.004221647937299622
7,99.5,4379824128,65.7,70.1,7626752,-0.20000000000000284,22.7,4288512,74.74441131457745,0.00433073235795689
8,98.0,4381814784,65.8,68.6,9617408,-0.10000000000000853,22.7,4288512,74.74441131457745,0.00433073235795689
9,96.5,4381736960,65.8,67.1,9539584,-0.10000000000000853,22.7,4288512,74.7445203980558,0.004439815836306593
10,97.8,4383723520,65.8,68.4,11526144,-0.10000000000000853,22.7,4288512,74.74459311985119,0.004512537631697455
11,98.7,4388868096,65.9,69.30000000000001,16670720,0.0,22.7,4288512,74.74459311985119,0.004512537631697455
12,99.3,4384104448,65.8,69.9,11907072,-0.10000000000000853,22.7,4288512,74.74459311985119,0.004512537631697455
13,97.7,4385767424,65.8,68.30000000000001,13570048,-0.10000000000000853,22.7,4288512,74.7446658412278,0.00458525900830864
14,96.5,4382674944,65.8,67.1,10477568,-0.10000000000000853,22.7,4288512,74.74501126204758,0.004930679828092366
15,97.8,4385210368,65.8,68.4,13012992,-0.10000000000000853,22.7,4288512,74.74522941769706,0.005148835477569946
16,97.7,4383182848,65.8,68.30000000000001,10985472,-0.10000000000000853,22.7,4288512,74.74522941769706,0.005148835477569946
17,96.2,4381044736,65.8,66.80000000000001,8847360,-0.10000000000000853,22.7,4288512,74.74535667341875,0.005276091199263533
18,98.5,4380631040,65.9,69.1,8433664,0.0,22.7,4288512,74.74588386203263,0.005803279813136442
19,99.5,4434972672,66.7,70.1,62775296,0.7999999999999972,22.7,4288512,74.74588386203263,0.005803279813136442
20,23.5,4306980864,66.4,-5.899999999999999,-65216512,0.5,22.7,4288512,74.74588386203263,0.005803279813136442
