Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
0,64.1,4364521472,66.0,35.99999999999999,39849984,0.4000000000000057,23.2,0,74.76563272804353,0.00041075320193328935
1,58.9,4372209664,66.1,30.799999999999997,47538176,0.5,23.2,0,74.76563272804353,0.00041075320193328935
2,60.5,4374933504,66.1,32.4,50262016,0.5,23.2,0,74.76595365847109,0.0007316836294961604
3,64.5,4377571328,66.2,36.4,52899840,0.6000000000000085,23.2,0,74.76604280436338,0.0008208295217855266
4,54.8,4371959808,66.2,26.699999999999996,47288320,0.6000000000000085,23.2,0,74.76604280436338,0.0008208295217855266
5,58.0,4374372352,66.2,29.9,49700864,0.6000000000000085,23.2,0,74.76604280436338,0.0008208295217855266
6,71.0,4386496512,66.4,42.9,61825024,0.8000000000000114,23.2,0,74.76604280436338,0.0008208295217855266
7,60.5,4383535104,66.4,32.4,58863616,0.8000000000000114,23.2,0,74.76604280436338,0.0008208295217855266
8,57.6,4382654464,66.2,29.5,57982976,0.6000000000000085,23.2,0,74.76720164364824,0.0019796688066406887
9,62.6,4381573120,66.2,34.5,56901632,0.6000000000000085,23.2,0,74.76771862991613,0.002496655074537557
10,55.7,4383899648,66.2,27.6,59228160,0.6000000000000085,23.2,0,74.76771862991613,0.002496655074537557
11,59.3,4388724736,66.3,31.199999999999996,64053248,0.7000000000000028,23.2,0,74.76771862991613,0.002496655074537557
12,62.7,4389060608,66.3,34.6,64389120,0.7000000000000028,23.2,0,74.76771862991613,0.002496655074537557
13,56.3,4390277120,66.3,28.199999999999996,65605632,0.7000000000000028,23.2,0,74.76771862991613,0.002496655074537557
14,53.0,4394967040,66.3,24.9,70295552,0.7000000000000028,23.2,0,74.76771862991613,0.002496655074537557
15,65.6,4396457984,66.4,37.49999999999999,71786496,0.8000000000000114,23.2,0,74.76795037550427,0.0027284006626757673
16,64.6,4400881664,66.4,36.49999999999999,76210176,0.8000000000000114,23.2,0,74.76795037550427,0.0027284006626757673
17,56.6,4399513600,66.4,28.5,74842112,0.8000000000000114,23.2,10313728,74.77146427453815,0.0062422996965523225
18,62.9,4397088768,66.4,34.8,72417280,0.8000000000000114,23.2,10313728,74.77146427453815,0.0062422996965523225
19,61.6,4399640576,66.4,33.5,74969088,0.8000000000000114,23.2,10313728,74.77146427453815,0.0062422996965523225
20,56.3,4380549120,66.1,28.199999999999996,55877632,0.5,23.3,10313728,74.77201672136383,0.006794746522231776
21,69.0,4389842944,66.3,40.9,65171456,0.7000000000000028,23.3,10313728,74.77201672136383,0.006794746522231776
22,66.2,4395597824,66.4,38.1,70926336,0.8000000000000114,23.3,10313728,74.77201672136383,0.006794746522231776
23,55.0,4398735360,66.4,26.9,74063872,0.8000000000000114,23.3,10313728,74.77224838541288,0.007026410571285169
24,61.6,4403298304,66.4,33.5,78626816,0.8000000000000114,23.3,10313728,74.77224838541288,0.007026410571285169
25,64.9,4403421184,66.5,36.800000000000004,78749696,0.9000000000000057,23.3,10313728,74.77233748583731,0.0071155109957175
26,58.2,4399079424,66.4,30.1,74407936,0.8000000000000114,23.3,10313728,74.77233748583731,0.0071155109957175
27,61.5,4400685056,66.4,33.4,76013568,0.8000000000000114,23.3,10313728,74.77233748583731,0.0071155109957175
28,66.5,4373409792,66.3,38.4,48738304,0.7000000000000028,23.3,10313728,74.77399463901652,0.008772664174927058
29,57.4,4388679680,66.4,29.299999999999997,64008192,0.8000000000000114,23.3,10313728,74.77429753595489,0.009075561113291997
30,59.2,4394524672,66.4,31.1,69853184,0.8000000000000114,23.3,10313728,74.77429753595489,0.009075561113291997
31,70.5,4398182400,66.4,42.4,73510912,0.8000000000000114,23.3,10313728,74.77429753595489,0.009075561113291997
32,56.9,4393783296,66.3,28.799999999999997,69111808,0.7000000000000028,23.3,10313728,74.77429753595489,0.009075561113291997
33,57.5,4398964736,66.0,29.4,74293248,0.4000000000000057,23.3,10313728,74.77436880476563,0.009146829924034705
34,63.1,4401299456,66.1,35.0,76627968,0.5,23.3,10313728,74.77465387598158,0.009431901139990373
35,56.5,4406718464,66.1,28.4,82046976,0.5,23.3,10313728,74.77465387598158,0.009431901139990373
36,60.3,4409647104,66.2,32.199999999999996,84975616,0.6000000000000085,23.3,10313728,74.77465387598158,0.009431901139990373
37,69.3,4412080128,66.2,41.199999999999996,87408640,0.6000000000000085,23.3,10313728,74.77465387598158,0.009431901139990373
38,58.1,4420403200,66.2,30.0,95731712,0.6000000000000085,23.3,10313728,74.77465387598158,0.009431901139990373
39,54.7,4416741376,66.2,26.6,92069888,0.6000000000000085,23.3,10313728,74.77492112439496,0.009699149553370034
40,64.2,4419469312,66.2,36.1,94797824,0.6000000000000085,23.3,10313728,74.77547341983856,0.010251444996967507
41,76.3,4428619776,66.3,48.199999999999996,103948288,0.7000000000000028,23.3,10313728,74.77547341983856,0.010251444996967507
