Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
0,98.2,4353347584,65.8,81.1,78557184,0.8999999999999915,22.7,0,74.66942649771778,0.00013161475327194694
1,99.5,4359585792,65.8,82.4,84795392,0.8999999999999915,22.7,0,74.66942649771778,0.00013161475327194694
2,99.5,4371148800,66.0,82.4,96358400,1.0999999999999943,22.7,0,74.66942649771778,0.00013161475327194694
3,94.5,4371304448,66.0,77.4,96514048,1.0999999999999943,22.7,0,74.66942649771778,0.00013161475327194694
4,91.9,4377174016,65.9,74.80000000000001,102383616,1.0,22.7,0,74.66972074096392,0.0004258579994171896
5,98.5,4379029504,66.0,81.4,104239104,1.0999999999999943,22.7,0,74.66972074096392,0.0004258579994171896
6,99.3,4346613760,65.6,82.19999999999999,71823360,0.6999999999999886,22.7,0,74.66972074096392,0.0004258579994171896
7,99.7,4365000704,65.8,82.6,90210304,0.8999999999999915,22.7,0,74.66972074096392,0.0004258579994171896
8,98.5,4368723968,65.8,81.4,93933568,0.8999999999999915,22.7,0,74.66972074096392,0.0004258579994171896
9,97.5,4370808832,65.9,80.4,96018432,1.0,22.7,0,74.66979430070735,0.0004994177428443436
10,98.5,4375924736,65.9,81.4,101134336,1.0,22.7,0,74.66968779788719,0.0003929149226848949
11,99.0,4377030656,65.9,81.9,102240256,1.0,22.7,0,74.66968779788719,0.0003929149226848949
12,99.2,4381261824,66.0,82.1,106471424,1.0999999999999943,22.7,0,74.66968779788719,0.0003929149226848949
13,98.8,4381995008,66.0,81.69999999999999,107204608,1.0999999999999943,22.7,0,74.66968779788719,0.0003929149226848949
14,98.7,4382265344,66.0,81.6,107474944,1.0999999999999943,22.7,0,74.66968779788719,0.0003929149226848949
15,99.5,4393467904,66.2,82.4,118677504,1.2999999999999972,22.7,0,74.66979813636414,0.0005032533996285338
16,99.5,4400922624,66.2,82.4,126132224,1.2999999999999972,22.7,0,74.66979813636414,0.0005032533996285338
17,99.5,4401586176,66.2,82.4,126795776,1.2999999999999972,22.7,0,74.66979813636414,0.0005032533996285338
18,99.5,4403892224,66.3,82.4,129101824,1.3999999999999915,22.7,0,74.66979813636414,0.0005032533996285338
19,99.5,4413075456,66.4,82.4,138285056,1.5,22.7,0,74.66979813636414,0.0005032533996285338
20,96.7,4396507136,66.2,79.6,121716736,1.2999999999999972,22.7,0,74.67827293602618,0.008978053061667879
21,96.0,4400611328,66.3,78.9,125820928,1.3999999999999915,22.7,0,74.67919177082078,0.009896887856271519
22,98.0,4410941440,66.4,80.9,136151040,1.5,22.7,0,74.67919177082078,0.009896887856271519
23,99.5,4410519552,66.4,82.4,135729152,1.5,22.7,0,74.67919177082078,0.009896887856271519
24,99.8,4407111680,66.4,82.69999999999999,132321280,1.5,22.7,0,74.67919177082078,0.009896887856271519
25,97.8,4411138048,66.4,80.69999999999999,136347648,1.5,22.7,0,74.67919177082078,0.009896887856271519
26,98.5,4414652416,66.4,81.4,139862016,1.5,22.7,14942208,74.68353144513988,0.014236562175369727
27,97.7,4413267968,66.4,80.6,138477568,1.5,22.7,14942208,74.68353144513988,0.014236562175369727
28,100.0,4415418368,66.4,82.9,140627968,1.5,22.7,14942208,74.68353144513988,0.014236562175369727
29,100.0,4408909824,66.5,82.9,134119424,1.5999999999999943,22.7,14942208,74.68391719918532,0.014622316220808784
30,97.0,4363157504,66.0,79.9,88367104,1.0999999999999943,22.7,14942208,74.68413762479041,0.01484274182590184
31,98.0,4366336000,65.9,80.9,91545600,1.0,22.7,14942208,74.684468256001,0.01517337303648958
32,99.8,4373180416,66.0,82.69999999999999,98390016,1.0999999999999943,22.7,14942208,74.684468256001,0.01517337303648958
33,99.0,4380622848,66.1,81.9,105832448,1.1999999999999886,22.7,14942208,74.68454172843053,0.015246845466023728
34,99.3,4381274112,65.7,82.19999999999999,106483712,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
35,99.2,4379889664,65.7,82.1,105099264,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
36,98.0,4378279936,65.7,80.9,103489536,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
37,98.7,4382314496,65.7,81.6,107524096,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
38,99.2,4382351360,65.7,82.1,107560960,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
39,96.0,4381986816,65.7,78.9,107196416,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
40,98.3,4384456704,65.7,81.19999999999999,109666304,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
41,99.5,4384870400,65.7,82.4,110080000,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
42,99.5,4381913088,65.7,82.4,107122688,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
43,99.5,4385021952,65.7,82.4,110231552,0.7999999999999972,22.7,14942208,74.68454172843053,0.015246845466023728
44,98.0,4387057664,65.8,80.9,112267264,0.8999999999999915,22.7,14942208,74.68454172843053,0.015246845466023728
45,99.2,4385390592,65.8,82.1,110600192,0.8999999999999915,22.7,14942208,74.68454172843053,0.015246845466023728
46,99.3,4391968768,65.8,82.19999999999999,117178368,0.8999999999999915,22.7,14942208,74.68483561388399,0.015540730919482826
47,99.5,4393373696,65.8,82.4,118583296,0.8999999999999915,22.7,14942208,74.68483561388399,0.015540730919482826
48,98.5,4391624704,65.8,81.4,116834304,0.8999999999999915,22.7,14942208,74.68483561388399,0.015540730919482826
49,98.8,4395274240,65.8,81.69999999999999,120483840,0.8999999999999915,22.7,14942208,74.68483561388399,0.015540730919482826
50,97.7,4395069440,65.8,80.6,120279040,0.8999999999999915,22.7,14942208,74.68483561388399,0.015540730919482826
51,99.5,4396720128,65.9,82.4,121929728,1.0,22.7,14942208,74.68518459399769,0.015889711033182152
52,98.3,4398231552,65.8,81.19999999999999,123441152,0.8999999999999915,22.7,14942208,74.68713135912314,0.01783647615863515
53,99.2,4402180096,65.9,82.1,127389696,1.0,22.7,14942208,74.68713135912314,0.01783647615863515
54,99.0,4403421184,65.9,81.9,128630784,1.0,22.7,14942208,74.68713135912314,0.01783647615863515
55,97.0,4404072448,65.9,79.9,129282048,1.0,22.7,14942208,74.68713135912314,0.01783647615863515
56,98.0,4406005760,65.9,80.9,131215360,1.0,22.7,23134208,74.69482366098464,0.025528778020131426
57,99.7,4407484416,66.0,82.6,132694016,1.0999999999999943,22.7,23134208,74.69482366098464,0.025528778020131426
58,98.3,4410294272,66.0,81.19999999999999,135503872,1.0999999999999943,22.7,23134208,74.69482366098464,0.025528778020131426
59,98.5,4411269120,66.0,81.4,136478720,1.0999999999999943,22.7,23134208,74.69482366098464,0.025528778020131426
60,99.0,4409008128,66.0,81.9,134217728,1.0999999999999943,22.7,23134208,74.69482366098464,0.025528778020131426
61,99.7,4414263296,66.0,82.6,139472896,1.0999999999999943,22.7,23134208,74.69508060228878,0.025785719324275647
62,99.0,4418875392,66.1,81.9,144084992,1.1999999999999886,22.7,23134208,74.69508060228878,0.025785719324275647
63,98.2,4419584000,66.1,81.1,144793600,1.1999999999999886,22.7,23134208,74.69508060228878,0.025785719324275647
64,98.5,4420325376,66.1,81.4,145534976,1.1999999999999886,22.7,23134208,74.69508060228878,0.025785719324275647
65,99.5,4420833280,66.1,82.4,146042880,1.1999999999999886,22.7,23134208,74.69508060228878,0.025785719324275647
66,98.7,4361539584,65.4,81.6,86749184,0.5,22.7,23134208,74.69539259542914,0.026097712464633105
67,98.5,4379176960,65.6,81.4,104386560,0.6999999999999886,22.7,23134208,74.69539259542914,0.026097712464633105
68,98.0,4393009152,65.8,80.9,118218752,0.8999999999999915,22.7,23134208,74.69539259542914,0.026097712464633105
69,99.5,4391841792,65.8,82.4,117051392,0.8999999999999915,22.7,23134208,74.69539259542914,0.026097712464633105
70,99.0,4395008000,65.8,81.9,120217600,0.8999999999999915,22.7,23134208,74.69539259542914,0.026097712464633105
71,97.5,4395094016,65.8,80.4,120303616,0.8999999999999915,22.7,23134208,74.69550270881835,0.02620782585384518
72,99.5,4397211648,65.9,82.4,122421248,1.0,22.7,23134208,74.69550270881835,0.02620782585384518
73,99.5,4401025024,65.9,82.4,126234624,1.0,22.7,23134208,74.69550270881835,0.02620782585384518
74,94.0,4402475008,65.9,76.9,127684608,1.0,22.7,23134208,74.69550270881835,0.02620782585384518
75,98.2,4405108736,66.0,81.1,130318336,1.0999999999999943,22.7,23134208,74.69550270881835,0.02620782585384518
76,98.8,4414574592,66.0,81.69999999999999,139784192,1.0999999999999943,22.7,23134208,74.69568622900408,0.02639134603957416
77,99.5,4388757504,65.7,82.4,113967104,0.7999999999999972,22.7,23134208,74.69579633983781,0.026501456873305074
