Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
93,97.5,4322447360,65.0,85.2,32325632,-0.5,22.7,21798912,74.61906330530907,-0.0501239783875036
94,98.7,4328292352,65.0,86.4,38170624,-0.5,22.7,21798912,74.61906330530907,-0.0501239783875036
95,94.7,4327489536,65.0,82.4,37367808,-0.5,22.7,21798912,74.61937775523427,-0.0498095284623048
96,96.8,4328837120,65.0,84.5,38715392,-0.5,22.7,21798912,74.61817111268351,-0.05101617101306033
97,99.0,4331237376,65.0,86.7,41115648,-0.5,22.7,21798912,74.61817111268351,-0.05101617101306033
98,95.9,4329963520,65.0,83.60000000000001,39841792,-0.5,22.7,21798912,74.61822660098522,-0.05096068271134868
99,98.5,4329029632,65.0,86.2,38907904,-0.5,22.7,21798912,74.61822660098522,-0.05096068271134868
100,98.8,4333457408,65.1,86.5,43335680,-0.4000000000000057,22.7,21798912,74.61822660098522,-0.05096068271134868
101,96.7,4325945344,65.5,84.4,35823616,0.0,22.7,30703616,74.61724128133376,-0.05194600236281133
102,97.7,4331761664,65.6,85.4,41639936,0.09999999999999432,22.7,30703616,74.61724128133376,-0.05194600236281133
103,98.5,4337811456,65.6,86.2,47689728,0.09999999999999432,22.7,30703616,74.61724128133376,-0.05194600236281133
104,97.2,4339855360,65.6,84.9,49733632,0.09999999999999432,22.7,30703616,74.61724128133376,-0.05194600236281133
105,97.0,4337704960,65.6,84.7,47583232,0.09999999999999432,22.7,30703616,74.61495815007981,-0.05422913361675796
106,98.3,4344905728,65.2,86.0,54784000,-0.29999999999999716,22.7,30703616,74.61495815007981,-0.05422913361675796
107,97.0,4349390848,65.3,84.7,59269120,-0.20000000000000284,22.7,30703616,74.61495815007981,-0.05422913361675796
108,97.0,4347654144,65.3,84.7,57532416,-0.20000000000000284,22.7,30703616,74.61495815007981,-0.05422913361675796
109,98.5,4348260352,65.3,86.2,58138624,-0.20000000000000284,22.7,30703616,74.61495815007981,-0.05422913361675796
110,96.5,4349419520,65.3,84.2,59297792,-0.20000000000000284,22.7,30703616,74.61495815007981,-0.05422913361675796
111,84.4,4347654144,65.3,72.10000000000001,57532416,-0.20000000000000284,22.7,30703616,74.61495815007981,-0.05422913361675796
112,98.0,4355301376,65.4,85.7,65179648,-0.09999999999999432,22.7,30703616,74.61495815007981,-0.05422913361675796
113,98.7,4356661248,65.4,86.4,66539520,-0.09999999999999432,22.7,30703616,74.61506911089434,-0.054118172802233744
114,99.5,4354850816,65.4,87.2,64729088,-0.09999999999999432,22.7,30703616,74.61506911089434,-0.054118172802233744
115,96.0,4359532544,65.4,83.7,69410816,-0.09999999999999432,22.7,30703616,74.61536500165737,-0.05382228203920647
116,97.3,4357169152,65.4,85.0,67047424,-0.09999999999999432,22.7,30703616,74.61536500165737,-0.05382228203920647
117,99.3,4359782400,65.5,87.0,69660672,0.0,22.7,30703616,74.61536500165737,-0.05382228203920647
118,98.2,4364230656,65.5,85.9,74108928,0.0,22.7,30703616,74.61569787052072,-0.05348941317585343
119,97.7,4363833344,65.5,85.4,73711616,0.0,22.7,30703616,74.61531736954447,-0.05386991415210218
120,55.7,4302753792,64.8,43.400000000000006,12632064,-0.7000000000000028,22.7,30703616,74.61466509118512,-0.05452219251145607
